NIBRS_Offense_Code,NIBRS_Crime_Against,NIBRS_Offense_Category,NIBRS_Offense_Type,incident_category,incident_description
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,"OPIATES, SALE"
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,"OPIATES, TRANSPORTATION"
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,OPIUM DERIVATIVE OFFENSE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,"OPIUM DERIVATIVE, POSSESSION FOR SALE"
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,OPIUM OFFENSE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG OFFENSE,"OPIUM, POSSESSION FOR SALE"
11D,Crimes against person,Sex Offenses,11D Fondling,"SEX OFFENSES, FORCIBLE",ORAL COPULATION
11D,Crimes against person,Sex Offenses,11D Fondling,RAPE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)"
11D,Crimes against person,Sex Offenses,11D Fondling,"SEX OFFENSES, FORCIBLE","ORAL COPULATION, UNLAWFUL (ADULT VICTIM)"
11D,Crimes against person,Sex Offenses,11D Fondling,RAPE,"ORAL COPULATION, UNLAWFUL (JUVENILE VICTIM)"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,OTHER OFFENSES AGAINST PUBLIC JUSTICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,OTHER OFFENSES AGAINST PUBLIC JUSTICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,OVERCHARGING TAXI FARE
40B,Crimes against society,Prostitution Offenses,40B Assisting or Promoting Prostitution,PROSTITUTION,PANDERING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PARK CODE VIOLATION (GENERAL)
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,OTHER MISCELLANEOUS,"PARKING METER, UNLAWFUL OPERATION OR USE OF SLUGS"
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),312 Destruction/Damage/Vandalism of Property (except Arson),MALICIOUS MISCHIEF,"PARKING METERS, DAMAGE TO"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,PAROLE SEARCH
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PAROLE VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"PAROLE VIOLATION, ADULT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PEEPING TOM
11C,Crimes against person,Sex Offenses,11C Sexual Assault With An Object,RAPE,"PENETRATION, FORCED, WITH OBJECT"
11C,Crimes against person,Sex Offenses,11C Sexual Assault With An Object,"SEX OFFENSES, FORCIBLE","PENETRATION, FORCED, WITH OBJECT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,PERJURY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PERJURY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, ADVERTISING HANDBILL DISTRIBUTION"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, DANCE HALL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, ENTERTAINMENT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, SECOND-HAND DEALER"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, SIDEWALK SALES"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PERMIT VIOLATION, VALET PARKING"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,PETTY THEFT AUTO STRIP
23H,Crimes against property,Larceny/Theft Offenses,23H All Other Larceny,LARCENY/THEFT,PETTY THEFT BICYCLE
23E,Crimes against property,Larceny/Theft Offenses,23E Theft From Coin-Operated Machine or Device,LARCENY/THEFT,PETTY THEFT COIN OPERATED MACHINE
23D,Crimes against property,Larceny/Theft Offenses,23D Theft From Building,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
23F,Crimes against property,Larceny/Theft Offenses,23F Theft From Motor Vehicle (except Theft of Motor Vehicle Parts or Accessories),LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
23F,Crimes against property,Larceny/Theft Offenses,23F Theft From Motor Vehicle (except Theft of Motor Vehicle Parts or Accessories),LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,PETTY THEFT MOTORCYCLE STRIP
23H,Crimes against property,Larceny/Theft Offenses,23H All Other Larceny,LARCENY/THEFT,PETTY THEFT OF PROPERTY
23E,Crimes against property,Larceny/Theft Offenses,23E Theft From Coin-Operated Machine or Device,LARCENY/THEFT,PETTY THEFT PHONE BOOTH
23C,Crimes against property,Larceny/Theft Offenses,23C Shoplifting,LARCENY/THEFT,PETTY THEFT SHOPLIFTING
23H,Crimes against property,Larceny/Theft Offenses,23H All Other Larceny,LARCENY/THEFT,PETTY THEFT WITH PRIOR
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PHONE CALLS IN VIOLATION OF DV COURT ORDER
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",OFFENCES AGAINST THE FAMILY AND CHILDREN,PHONE CALLS IN VIOLATION OF DVU COURT ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MALICIOUS MISCHIEF,"PHONE CALLS, HARASSING"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MALICIOUS MISCHIEF,"PHONE CALLS, HARASSING, TO 911"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PHONE CALLS, HARASSING, TO 911"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PHONE CALLS, OBSCENE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX OFFENSE,"PHONE CALLS, OBSCENE"
13C,Crimes against person,Assault Offenses,13C Intimidation,DISORDERLY CONDUCT,"PHONE CALLS, THREATENING"
13C,Crimes against person,Assault Offenses,13C Intimidation,DISORDERLY CONDUCT,"PHONE CALLS, THREATENING OR ANNOYING"
64A,Crimes against person,Human Trafficking,"64A Human Trafficking, Commercial Sex Acts","HUMAN TRAFFICKING (A), COMMERCIAL SEX ACTS",PIMPING
40B,Crimes against society,Prostitution Offenses,40B Assisting or Promoting Prostitution,PROSTITUTION,PIMPING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PLACING TRASH ON THE STREET
40B,Crimes against society,Prostitution Offenses,40B Assisting or Promoting Prostitution,PROSTITUTION,PLACING WIFE IN HOUSE OF PROSTITUTION
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,PLANTING/CULTIVATING PEYOTE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,POISONING ANIMALS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"POLICE BROADCAST, INTERCEPTION TO COMMIT CRIME"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"POLICE BROADCAST, INTERCEPTION TO COMMIT CRIME"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT
520,Crimes against society,Weapon Law Violations,548 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF FIRE BOMB
520,Crimes against society,Weapon Law Violations,549 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF FIRE BOMB
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
520,Crimes against society,Weapon Law Violations,550 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF FIREARM SILENCER
520,Crimes against society,Weapon Law Violations,551 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF FIREARM SILENCER
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF LOADED FIREARM
520,Crimes against society,Weapon Law Violations,552 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF LOADED FIREARM
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF PROHIBITED WEAPON
520,Crimes against society,Weapon Law Violations,553 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF PROHIBITED WEAPON
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSS OF TEAR GAS WEAPON
520,Crimes against society,Weapon Law Violations,554 Weapon Law Violations,WEAPONS CARRYING ETC,POSS OF TEAR GAS WEAPON
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSSESSION OF AIR GUN
520,Crimes against society,Weapon Law Violations,555 Weapon Law Violations,WEAPONS CARRYING ETC,POSSESSION OF AIR GUN
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,POSSESSION OF ARTICLES WITH IDENTIFICATION REMOVE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF BARBITUATES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF BARBITUATES FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSSESSION OF CAUSTIC CHEMICAL
520,Crimes against society,Weapon Law Violations,556 Weapon Law Violations,WEAPONS CARRYING ETC,POSSESSION OF CAUSTIC CHEMICAL
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF COCAINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSSESSION OF EXPLOSIVE DEVICE
520,Crimes against society,Weapon Law Violations,557 Weapon Law Violations,WEAPONS CARRYING ETC,POSSESSION OF EXPLOSIVE DEVICE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,POSSESSION OF FIRECRACKERS
39C,Crimes against society,Gambling Offenses,39C Gambling Equipment Violations,GAMBLING,POSSESSION OF GAMBLING DEVICES
39C,Crimes against society,Gambling Offenses,39C Gambling Equipment Violations,GAMBLING,POSSESSION OF GAMBLING PARAPHERNALIA
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF HEROIN
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,POSSESSION OF MACHINE GUN
520,Crimes against society,Weapon Law Violations,558 Weapon Law Violations,WEAPONS CARRYING ETC,POSSESSION OF MACHINE GUN
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF MARIJUANA
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF METHADONE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF METHADONE FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
370,Crimes against society,Pornography/Obscene Material,370 Pornography/Obscene Material,PORNOGRAPHY/OBSCENE MAT,POSSESSION OF OBSCENE MATTER FOR SALE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIATES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIUM
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE FOR SALES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,POSSESSION OF OPIUM FOR SALES
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,POST RELEASE COMMUNITY SUPERVISION
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,SECONDARY CODES,PREJUDICE-BASED INCIDENT
250,Crimes against property,Counterfeiting/Forgery,250 Counterfeiting/Forgery,DRUG OFFENSE,"PRESCRIPTION, FORGE OR ALTER (11368 H&S)"
250,Crimes against property,Counterfeiting/Forgery,250 Counterfeiting/Forgery,DRUG OFFENSE,"PRESCRIPTION, FORGE OR ALTER (4390 B&P)"
250,Crimes against property,Counterfeiting/Forgery,250 Counterfeiting/Forgery,DRUG/NARCOTIC,"PRESCRIPTION, FORGE OR ALTER (4390 B&P)"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"PRISONER, RESCUING FROM LAWFUL CUSTODY"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,FRAUD,"PRIVACY, INVASION OF  (GENERAL)"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,PROBATION SEARCH
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,PROBATION VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PROBATION VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PROBATION VIOLATION, DV RELATED"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENCES AGAINST THE FAMILY AND CHILDREN,"PROBATION VIOLATION, DVU RELATED"
40B,Crimes against society,Prostitution Offenses,40B Assisting or Promoting Prostitution,PROSTITUTION,"PROCUREMENT, PIMPING, & PANDERING"
40B,Crimes against society,Prostitution Offenses,40B Assisting or Promoting Prostitution,,"PROCUREMENT, PIMPING, & PANDERING"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,,"PUBLIC HEALTH ORDER VIOLATION, AFTER NOTIFICATION"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,,"PUBLIC HEALTH ORDER VIOLATION, NOTIFICATION"
90C,Crimes against society,Disorderly Conduct,90C Disorderly Conduct,DISORDERLY CONDUCT,"PUBLIC NUISANCE, COMMITTING"
90C,Crimes against society,Disorderly Conduct,90C Disorderly Conduct,OTHER MISCELLANEOUS,"PUBLIC NUISANCE, MAINTAINING AFTER NOTIFICATION"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,PUBLIC TRANSIT CRIMES - INFRACTIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PUBLIC TRANSIT CRIMES - INFRACTIONS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"PUBLIC TRANSIT, ACTS AGAINST"
26E,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26E Wire Fraud,FRAUD,"PUBLIC UTILITY INFORMATION, FRAUDULENTLY OBTAINING"
40C,Crimes against society,Prostitution Offenses,40C Purchasing Prostitution,PROSTITUTION,PURCHASE FEMALE FOR THE PURPOSE OF PROSTITUTION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,PUSH-CART PEDDLER PERMIT VIOLATION
23E,Crimes against property,Larceny/Theft Offenses,23E Theft From Coin-Operated Machine or Device,FRAUD,PUTTING SLUGS IN COIN OPERATED MACHINES
23E,Crimes against property,Larceny/Theft Offenses,23E Theft From Coin-Operated Machine or Device,FRAUD,PUTTING SLUGS IN PARKING METERS
23E,Crimes against property,Larceny/Theft Offenses,23E Theft From Coin-Operated Machine or Device,FRAUD,PUTTING SLUGS IN TELEPHONE BOX
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,,PYROTECHNIC EXPLOSIVE DEVICE - BARREL BOMB
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"RAIL TRANSIT, ENTERING, REMAINING, OR HINDERING OPERATION OF"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ASSAULT TO, W/ FORCE"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ASSAULT TO, W/ GUN"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ASSAULT TO, W/ OTHER WEAPON"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ASSAULT TO, W/ SHARP OBJECT"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ATT., W/ FORCE"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ATT., W/ GUN"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ATT., W/ OTHER WEAPON"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, ATT., W/ SHARP OBJECT"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, FORCIBLE, W/ FORCE"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, FORCIBLE, W/ GUN"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, FORCIBLE, W/ SHARP OBJECT"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,"RAPE, SPOUSAL"
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),"SEX OFFENSES, FORCIBLE","RAPE, SPOUSAL"
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,FRAUD,REAL ESTATE FRAUD
